,Location,Crop,Qualifier,Crop.name.in.original.data,Plant.start,Plant.start.date,Plant.end,Plant.end.date,Plant.median,Plant.range,Harvest.start,Harvest.start.date,Harvest.end,Harvest.end.date,Harvest.median,Harvest.range,full.crop.name,tot.days,lat.avg,lon.avg,harvested.area,tmin.day.avg,temp.average,precip.average,temp.min,precip.min,temp.max,precip.max,temp.min.month,precip.min.month,temp.max.month,precip.max.month,temp.at.planting,precip.at.planting,sunfrac.at.planting,daylength.at.planting,dsw.at.planting,precip.over.pet.min,precip.over.pet.min.day,precip.over.pet.max,precip.over.pet.max.day,precip.over.pet.at.planting,apr.to.sept.temp.anomaly,apr.to.sept.precip.frac,gdd.base.0.between.plant.and.harvest,gdd.base.4.between.plant.and.harvest,gdd.base.5.between.plant.and.harvest,gdd.base.8.between.plant.and.harvest,gdd.base.10.between.plant.and.harvest,gdd.base.0,gdd.base.4,gdd.base.5,gdd.base.8,gdd.base.10,gdd.base.0.from.plant.until.cold,gdd.base.4.from.plant.until.cold,gdd.base.5.from.plant.until.cold,gdd.base.8.from.plant.until.cold,gdd.base.10.from.plant.until.cold,ndays.growing.season.below.0,ndays.growing.season.below.5,ndays.growing.season.below.10,ndays.growing.season.below.12,ndays.growing.season.below.15,ndays.growing.season.below.17,ndays.below.0,ndays.below.5,ndays.below.10,ndays.below.12,ndays.below.15,ndays.below.17,LGP,LGP.T,LGP.P,LGP.tmin5.tmax100,LGP.T.tmin5.tmax100,LGP.P.tmin5.tmax100,temp.growing.season,precip.growing.season,ndays.since.snowfrac_0.5,ndays.since.snowfrac_0.1,ndays.since.snowfrac_0.05,ndays.since.snowfrac_0,climate.category,misclassified,climate.category.string
77,Karnataka,Rice,,Paddy,148,May-28,196,Jul-15,172,49,302,Oct-29,364,Dec-30,333,63,Rice,161,14.8883019,74.59694718,833.9064789,9.596684733,25.40634582,214.7491104,23.44935009,0.09602229,28.27326928,964.8074476,1,1,4,7,25.47156226,597.9489896,0.334032893,13.79851537,187.0363605,0.00067676,16,8.004875863,197,4.619285964,0.589156944,1.840783394,4003.33537,3359.33537,3198.33537,2715.33537,2393.33537,9273.206881,7813.206881,7448.206881,6353.206881,5623.206881,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,182,365,182,182,365,182,24.86543708,388.7959016,365,365,365,365,3,FALSE,3
78,Karnataka,Rice,,Paddy,176,Jun-25,231,Aug-19,203.5,56,313,11-Sep,354,Dec-20,333.5,42,Rice,130,13.12383055,77.73660549,442.9725214,8.491624757,24.51651823,67.00027657,21.21819601,2.922491504,28.34620865,170.7161392,12,1,4,9,24.51232193,87.80305195,0.317534382,13.53716756,181.2771913,0.021426313,16,1.260327377,258,0.709154755,1.354441656,1.366374471,3089.312371,2569.312371,2439.312371,2049.312371,1789.312371,8948.369296,7488.369296,7123.369296,6028.369296,5298.369296,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,167,365,167,167,365,167,23.76394132,118.0170388,365,365,365,365,3,FALSE,3
79,Karnataka,Rice,2,Paddy (Rabi),358,Dec-24,14,Jan-14,3.5,22,148,May-28,182,07-Jan,165,35,Rice.2,161.5,13.32511705,77.96850919,250.8649224,8.466084698,24.60227288,65.81117537,21.06498168,3.174131313,28.49252622,169.4039486,12,1,4,9,21.18649897,10.6656416,0.69675166,12.13118033,208.2648039,0.023346585,16,1.244040493,258,0.083195248,1.532488752,1.36485182,4173.846719,3525.846719,3363.846719,2877.846719,2553.846719,8980.019593,7520.019593,7155.019593,6060.019593,5330.019593,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,148,365,148,148,365,148,25.76448592,31.74158883,365,365,365,365,3,TRUE,3X
80,Karnataka,Rice,,Paddy,155,06-Apr,182,07-Jan,168.5,28,309,11-May,364,Dec-30,336.5,56,Rice,168,15.01534454,76.4337945,821.5898392,9.726208418,26.61364546,42.22545548,22.9326456,0.320907623,31.06790554,117.4114028,12,1,4,9,27.70824806,41.15850821,0.374066348,13.80500378,196.3507099,0.002317455,16,0.828893065,258,0.29354662,1.356088867,1.391487566,4335.301231,3663.301231,3495.301231,2991.301231,2655.301231,9678.258378,8218.258378,7853.258378,6758.258378,6028.258378,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,68,365,68,68,365,68,25.80536447,66.47807718,365,365,365,365,3,FALSE,3
81,Karnataka,Rice,,Paddy,134,May-14,182,07-Jan,158,49,267,Sep-24,315,11-Nov,291,49,Rice,133,13.11570033,75.02554128,1263.623821,15.46709511,26.78519848,364.6069784,25.53568115,0.594944965,29.09534688,1515.344092,8,1,4,7,27.11646584,759.5514694,0.435249306,13.64961286,207.8977449,0.003817535,16,12.00032265,196,5.181005579,0.124931926,1.836750446,3454.726128,2922.726128,2789.726128,2390.726128,2124.726128,9775.610529,8315.610529,7950.610529,6855.610529,6125.610529,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,205,365,205,205,365,205,25.97538442,843.9556954,365,365,365,365,3,FALSE,3
82,Karnataka,Rice,,Paddy,148,May-28,217,08-May,182.5,70,330,Nov-26,35,02-Apr,365,71,Rice,182.5,13.47481675,76.91875072,495.2568239,9.168902811,24.813574,53.81458153,21.69335694,0.857718481,28.81800454,139.3627017,12,1,4,10,24.80367371,53.51919467,0.3312912,13.68613469,184.4512427,0.00627906,16,1.015368786,288,0.423844148,1.031714897,1.354358664,4326.281725,3594.281725,3411.281725,2862.281725,2496.281725,9055.667922,7595.667922,7230.667922,6135.667922,5405.667922,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,113,365,113,113,365,113,23.64088374,76.38616598,365,365,365,365,3,FALSE,3
83,Karnataka,Rice,,Paddy,141,May-21,196,Jul-15,168.5,56,295,Oct-22,336,12-Feb,315.5,42,Rice,147,12.27830464,75.76728667,360.5547872,9.907209065,23.00278836,251.8130554,21.46160676,2.303914794,25.82255202,1005.835993,7,1,4,7,22.37581268,564.0278107,0.341286477,13.62266547,185.2306484,0.016075014,16,8.682625289,197,4.641473695,0.090423365,1.770742533,3250.368142,2662.368142,2515.368142,2074.368142,1780.368142,8393.880044,6933.880044,6568.880044,5473.880044,4743.880044,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,218,365,218,218,365,218,22.11134791,493.0881158,365,365,365,365,3,FALSE,3
84,Karnataka,Rice,,Paddy,127,05-Jul,175,Jun-24,151,49,316,11-Dec,364,Dec-30,340,49,Rice,189,15.15253505,75.42685933,881.9657631,8.481788883,25.43723681,61.77943325,22.72630239,0.317963826,29.3165206,154.1405676,12,1,4,7,27.40597646,79.56191461,0.526437184,13.74069389,231.8026416,0.002278774,16,1.270393182,197,0.486342667,0.927030231,1.523418406,4686.400912,3930.400912,3741.400912,3174.400912,2796.400912,9283.535162,7823.535162,7458.535162,6363.535162,5633.535162,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,153,365,153,153,365,153,24.79577202,96.45887395,365,365,365,365,3,FALSE,3
85,Karnataka,Rice,,Paddy,169,Jun-18,224,08-Dec,196.5,56,330,Nov-26,364,Dec-30,347,35,Rice,150.5,12.07526617,76.62343179,1323.68468,9.270316938,23.94584781,105.5764572,21.85141464,4.396931798,27.18548008,273.2797558,12,1,4,7,23.05397739,273.2797558,0.315255125,13.52880551,179.3773882,0.030902515,16,2.276361852,197,2.271676253,0.593719453,1.50520739,3493.189571,2889.189571,2738.189571,2285.189571,1983.189571,8738.789841,7278.789841,6913.789841,5818.789841,5088.789841,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,212,365,212,212,365,212,23.13370577,150.2346839,365,365,365,365,3,FALSE,3
86,Karnataka,Rice,,Paddy,134,May-14,189,07-Aug,161.5,56,274,10-Jan,322,Nov-18,298,49,Rice,136.5,12.96657234,76.14715436,563.8642287,9.009413106,23.04809425,91.27465244,20.82997043,0.777869509,26.54985931,246.0296506,12,1,4,7,23.32663963,123.1538341,0.38893273,13.65293101,197.1240297,0.005813936,16,2.126753402,197,0.939172102,0.553044844,1.545501674,3072.106394,2524.106394,2387.106394,1976.106394,1702.106394,8410.890255,6950.890255,6585.890255,5490.890255,4760.890255,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,196,365,196,196,365,196,22.42413426,168.5566185,365,365,365,365,3,FALSE,3
87,Karnataka,Wheat,Winter,Wheat,281,10-Aug,329,Nov-25,305,49,50,Feb-19,91,04-Jan,70.5,42,Wheat.Winter,130.5,16.11226781,74.85309761,428.2381483,7.227550626,25.26306899,68.42499477,22.48890474,0.281704131,29.27641886,197.8510816,12,1,4,7,24.30963028,69.00200975,0.700977351,12.2874532,221.7742854,0.002185518,16,1.655400536,197,0.473740592,0.950612577,1.598318081,3104.138429,2580.138429,2449.138429,2056.138429,1794.138429,9220.146728,7760.146728,7395.146728,6300.146728,5570.146728,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,156,365,156,156,365,156,23.6957132,13.03857038,365,365,365,365,3,TRUE,3X
88,Karnataka,Wheat,Winter,Wheat,274,10-Jan,301,Oct-28,287.5,28,29,Jan-29,63,03-Apr,46,35,Wheat.Winter,123.5,15.15253505,75.42685932,689.0697658,8.481788882,25.43723681,61.77943333,22.72630239,0.317963825,29.31652059,154.1405681,12,1,4,7,25.06480857,120.7273107,0.600805756,12.53107439,218.8242838,0.002278774,16,1.270393186,197,0.818415133,0.927030229,1.523418407,2928.896923,2432.896923,2308.896923,1936.896923,1688.896923,9283.535161,7823.535161,7458.535161,6363.535161,5633.535161,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,153,365,153,153,365,153,23.62013648,27.51339581,365,365,365,365,3,TRUE,3X
89,Karnataka,Wheat,Winter,Wheat,281,10-Aug,308,11-Apr,294.5,28,36,02-May,77,Mar-18,56.5,42,Wheat.Winter,127,15.80393082,76.6237095,115.632341,9.523286846,27.14002576,47.24583396,23.09204189,0.395638982,31.88033871,142.6935789,12,1,4,9,26.01054278,81.55664409,0.624154903,12.42710482,216.6792405,0.002909853,16,0.995970318,258,0.552516138,1.551574138,1.518243394,3114.889651,2606.889651,2479.889651,2098.889651,1844.889651,9813.957382,8353.957382,7988.957382,6893.957382,6163.957382,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,111,365,111,111,365,111,24.52669017,15.18357869,365,365,365,365,3,TRUE,3X
90,Karnataka,Cotton,,Cotton,155,06-Apr,196,Jul-15,175.5,42,309,11-May,364,Dec-30,336.5,56,Cotton,161,16.11226781,74.85309761,839.4004687,7.227550624,25.26306898,68.42499489,22.48890474,0.281704131,29.27641886,197.8510823,12,1,4,7,25.42447202,129.9316106,0.338116794,13.88027151,189.4297034,0.002185518,16,1.655400542,197,0.99183264,0.950612576,1.598318082,3929.945473,3285.945473,3124.945473,2641.945473,2319.945473,9220.146727,7760.146727,7395.146727,6300.146727,5570.146727,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,156,365,156,156,365,156,24.40959921,113.5498967,365,365,365,365,3,FALSE,3
91,Karnataka,Cotton,irrigated,"Cotton (Hybrid, irrigated)",127,05-Jul,210,Jul-29,168.5,84,288,Oct-15,350,Dec-16,319,63,Cotton.irrigated,150.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
92,Karnataka,Cotton,unirrigated,Cotton (unirrigated),218,08-Jun,273,Sep-30,245.5,56,1,01-Jan,42,02-Nov,21.5,42,Cotton.unirrigated,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
93,Karnataka,Cotton,,Cotton (Hybrid),155,06-Apr,196,Jul-15,175.5,42,1,01-Jan,42,02-Nov,21.5,42,Cotton,211,15.01534454,76.4337945,979.2029368,9.726208421,26.61364547,42.22545548,22.93264561,0.320907623,31.06790554,117.4114028,12,1,4,9,27.36184335,41.7657564,0.355607886,13.80502861,192.0097048,0.002317455,16,0.828893065,258,0.305819147,1.356088867,1.391487566,5304.862518,4460.862518,4249.862518,3616.862518,3194.862518,9678.258379,8218.258379,7853.258379,6758.258379,6028.258379,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,68,365,68,68,365,68,25.14152852,53.02248185,365,365,365,365,3,FALSE,3
94,Karnataka,Groundnuts,2,Groundnut,351,Dec-17,14,Jan-14,365,29,99,04-Sep,133,May-13,116,35,Groundnuts.2,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
95,Karnataka,Groundnuts,,Groundnut,127,05-Jul,182,07-Jan,154.5,56,267,Sep-24,308,11-Apr,287.5,42,Groundnuts,133,12.07526617,76.62343179,215.6010616,9.270316939,23.94584781,105.5764572,21.85141464,4.3969318,27.18548008,273.2797559,12,1,4,7,24.84169523,138.7109439,0.449502873,13.56805041,209.7740295,0.030902515,16,2.276361853,197,0.97252216,0.593719454,1.50520739,3124.326197,2592.326197,2459.326197,2060.326197,1794.326197,8738.789842,7278.789842,6913.789842,5818.789842,5088.789842,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,212,365,212,212,365,212,23.49117442,187.2767597,365,365,365,365,3,FALSE,3
96,Karnataka,Groundnuts,,Groundnut,148,May-28,182,07-Jan,165,35,260,Sep-17,308,11-Apr,284,49,Groundnuts,119,15.53817706,75.19630908,2066.655337,7.977808001,25.36725229,64.449768,22.63091072,0.303393872,29.30040682,171.7044264,12,1,4,7,26.06830283,85.91735707,0.375873744,13.83405649,197.5558319,0.002241429,16,1.423683698,197,0.62412526,0.936506142,1.5553769,2952.065244,2476.065244,2357.065244,2000.065244,1762.065244,9258.064276,7798.064276,7433.064276,6338.064276,5608.064276,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,155,365,155,155,365,155,24.80727096,123.4698178,365,365,365,365,3,FALSE,3
97,Karnataka,Groundnuts,,Groundnut,148,May-28,182,07-Jan,165,35,267,Sep-24,308,11-Apr,287.5,42,Groundnuts,122.5,16.98180313,76.860418,980.3116872,8.808212282,27.36464813,63.18749181,22.900868,2.150080099,32.72054124,186.0390788,12,1,5,9,29.31100364,98.50553132,0.432429206,13.93361816,212.3615542,0.015369322,16,1.293292021,258,0.636859203,1.773197228,1.659702389,3339.034496,2847.034496,2724.034496,2355.034496,2109.034496,9845.669371,8385.669371,8020.669371,6925.669371,6195.669371,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,137,365,137,137,365,137,27.14662192,141.8985772,365,365,365,365,3,FALSE,3
98,Karnataka,Sorghum,2,Jowar,246,09-Mar,308,11-Apr,277,63,1,01-Jan,77,Mar-18,39,77,Sorghum.2,127,15.15253505,75.42685932,1877.201145,8.481788877,25.43723681,61.77943322,22.72630239,0.317963826,29.31652059,154.1405674,12,1,4,7,25.00526175,118.1852099,0.547332327,12.67087426,215.0088845,0.002278774,16,1.27039318,197,0.811387226,0.92703023,1.523418406,3006.114099,2498.114099,2371.114099,1990.114099,1736.114099,9283.535161,7823.535161,7458.535161,6363.535161,5633.535161,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,153,365,153,153,365,153,23.67018975,36.67098256,365,365,365,365,3,TRUE,3X
99,Karnataka,Sorghum,,Jowar,134,May-14,182,07-Jan,158,49,253,09-Oct,308,11-Apr,280.5,56,Sorghum,122.5,15.65264201,76.79145998,2470.999565,8.753965335,26.13033571,67.40489356,22.38203877,2.254797053,30.58918912,154.4322752,12,1,4,9,28.29090826,89.30745402,0.47498608,13.81545111,220.5049494,0.01611236,16,1.176850269,197,0.56534483,1.417906906,1.571185632,3190.871211,2698.871211,2575.871211,2206.871211,1960.871211,9515.041243,8055.041243,7690.041243,6595.041243,5865.041243,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,152,365,152,152,365,152,25.94204237,134.3489437,365,365,365,365,3,FALSE,3
100,Karnataka,Sugarcane,,Sugarcane,141,May-21,245,09-Feb,193,105,204,Jul-23,287,Oct-14,245.5,84,Sugarcane,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
101,Karnataka,Sugarcane,,Sugarcane,15,Jan-15,70,03-Nov,42.5,56,64,03-May,161,06-Oct,112.5,98,Sugarcane,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
102,Kerala,Rice,,Paddy - I,113,Apr-23,168,Jun-17,140.5,56,232,Aug-20,294,Oct-21,263,63,Rice,122.5,11.60096001,75.71244365,396.1583598,13.64520558,26.8326107,286.5512195,25.43153413,3.132220293,29.17531892,1037.942054,7,1,4,7,28.20887495,318.8308162,0.574837131,13.451569,238.3784332,0.020012642,16,8.060893322,196,1.876907836,0.021004188,1.748693447,3205.240596,2713.240596,2590.240596,2221.240596,1975.240596,9792.391812,8332.391812,7967.391812,6872.391812,6142.391812,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,227,365,227,227,365,227,26.05886663,668.5469525,365,365,365,365,3,FALSE,3
103,Kerala,Rice,,Paddy - I,92,04-Feb,147,May-27,119.5,56,218,08-Jun,273,Sep-30,245.5,56,Rice,126,9.47394485,76.54197577,1024.37283,13.76441981,27.11539706,238.5906227,26.02793826,14.95174029,28.99748904,606.5362262,7,1,4,7,28.65747221,191.8042299,0.602055646,13.1753905,244.3242141,0.093907203,16,4.537910205,196,1.092562628,0.002384474,1.556922027,3380.676048,2876.676048,2750.676048,2372.676048,2120.676048,9895.801977,8435.801977,8070.801977,6975.801977,6245.801977,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,254,365,254,254,365,254,26.83076228,445.1330257,365,365,365,365,3,FALSE,3
104,Kerala,Rice,,Paddy - I,113,Apr-23,147,May-27,130,35,232,Aug-20,273,Sep-30,252.5,42,Rice,122.5,10.71140795,76.52424467,1225.83274,12.26882674,26.43806097,209.4712943,25.18712148,8.906736612,28.9911979,664.2714804,12,1,4,7,28.3227729,171.6103574,0.598565405,13.31983964,243.699744,0.058007207,16,5.106067274,196,0.986001605,0.309798569,1.607444409,3221.42864,2729.42864,2606.42864,2237.42864,1991.42864,9648.763528,8188.763528,7823.763528,6728.763528,5998.763528,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,238,365,238,238,365,238,26.19047675,429.5144097,365,365,365,365,3,FALSE,3
105,Kerala,Rice,2,Paddy - II,232,Aug-20,287,Oct-14,259.5,56,337,12-Mar,56,Feb-25,14,85,Rice.2,119.5,12.34247075,75.18098734,82.19677294,14.85205288,26.79711712,343.7300851,25.35643554,1.58661545,29.00012671,1327.630956,8,1,4,7,25.955479,345.3819132,0.473355793,12.88965518,210.2561975,0.010071163,16,10.4439182,196,2.367156284,-0.044031968,1.80393195,3177.01764,2697.01764,2577.01764,2217.01764,1977.01764,9779.512487,8319.512487,7954.512487,6859.512487,6129.512487,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,219,365,219,219,365,219,26.475147,136.7788804,365,365,365,365,3,TRUE,3X
106,Kerala,Rice,2,Paddy - II,260,Sep-17,294,Oct-21,277,35,15,Jan-15,49,Feb-18,32,35,Rice.2,120,10.64832178,76.46131263,1561.567731,12.43374524,26.60500218,219.9106053,25.486878,8.020781909,29.08500088,694.8696347,12,1,4,7,26.31791939,245.761236,0.493953681,12.70503523,209.8178333,0.052055998,16,5.320738138,196,1.682374854,0.242818923,1.621140377,3107.26577,2627.26577,2507.26577,2147.26577,1907.26577,9709.620819,8249.620819,7884.620819,6789.620819,6059.620819,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,238,365,238,238,365,238,25.89388142,106.2823718,365,365,365,365,3,TRUE,3X
107,Kerala,Rice,2,Paddy - II,218,08-Jun,273,Sep-30,245.5,56,344,12-Oct,35,02-Apr,7,57,Rice.2,126.5,9.749694059,76.51818145,544.576099,13.30870688,27.11483893,242.8379298,25.98915572,11.09767601,29.08826255,675.2964357,7,1,4,7,26.35303287,330.7534959,0.459227277,12.99699074,210.3155695,0.07037291,16,5.060585561,196,2.248503083,0.002452361,1.593274257,3391.330768,2883.330768,2756.330768,2375.330768,2121.330768,9895.567222,8435.567222,8070.567222,6975.567222,6245.567222,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,248,365,248,248,365,248,26.70339187,185.0555701,365,365,365,365,3,TRUE,3X
108,Kerala,Rice,3,Paddy - III,344,12-Oct,28,Jan-28,3.5,50,106,Apr-16,147,May-27,126.5,42,Rice.3,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
109,Kerala,Pulses,,Pulses,309,11-May,336,12-Feb,322.5,28,29,Jan-29,56,Feb-25,42.5,28,Pulses,85,11.96105889,75.46290998,72.54346927,13.92787515,26.79765514,313.0102933,25.32561453,3.202738876,29.12542066,1193.738566,7,1,4,7,26.60013818,86.8076311,0.620298831,12.29516194,206.9133716,0.018420102,45,9.339095729,196,0.613261382,-0.022206882,1.791011379,2240.16948,1900.16948,1815.16948,1560.16948,1390.16948,9779.513655,8319.513655,7954.513655,6859.513655,6129.513655,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,219,365,219,219,365,219,26.35493506,24.58483627,365,365,365,365,3,TRUE,3X
110,Kerala,Other,Tapioca,Tapioca,120,Apr-30,154,06-Mar,137,35,22,Jan-22,49,Feb-18,35.5,28,Other.Tapioca,263.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
111,Maharashtra,Sorghum,,Jowar (Kharif),134,May-14,189,07-Aug,161.5,56,274,10-Jan,308,11-Apr,291,35,Sorghum,129.5,19.75791033,76.25037633,7899.459818,3.870466834,26.79823498,67.57732762,21.60778587,5.159590177,33.31070119,198.366582,12,2,5,8,30.42744262,120.2620302,0.506821966,14.11832539,233.1738089,0.032182026,45,1.652525338,227,0.699913964,2.303889923,1.741247365,3510.568535,2990.568535,2860.568535,2470.568535,2210.568535,9634.247527,8174.247527,7809.247527,6714.247527,5984.247527,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,127,365,127,127,365,127,27.01070114,157.0572976,365,365,365,365,3,FALSE,3
112,Maharashtra,Sorghum,,Jowar (Kharif),162,06-Nov,196,Jul-15,179,35,274,10-Jan,308,11-Apr,291,35,Sorghum,112,20.74478769,76.60546721,4150.689181,3.236279858,27.1274125,69.13152312,21.41030491,4.69502167,34.25404672,218.0935533,12,2,5,7,29.70316322,173.2859609,0.39035041,14.20551711,206.7132744,0.026425176,105,1.80900672,227,1.141743937,2.731163676,1.778258171,3054.226098,2606.226098,2494.226098,2158.226098,1934.226098,9692.448102,8232.448102,7867.448102,6772.448102,6042.448102,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,123,365,123,123,365,123,27.26987587,167.0262286,365,365,365,365,3,FALSE,3
113,Maharashtra,Sorghum,,Jowar (Kharif),148,May-28,196,Jul-15,172,49,274,10-Jan,322,Nov-18,298,49,Sorghum,126,18.75293398,75.10036346,10991.07157,4.156226728,25.85305746,74.74342751,21.39823511,1.771579484,31.27559271,239.6675282,12,1,5,7,27.82545986,155.1552951,0.410047864,14.06987072,209.2659479,0.013488539,16,1.928186995,197,1.03812602,1.952536786,1.738533808,3255.096676,2751.096676,2625.096676,2247.096676,1995.096676,9400.75696,7940.75696,7575.75696,6480.75696,5750.75696,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,133,365,133,133,365,133,25.83410061,170.2158536,365,365,365,365,3,FALSE,3
114,Maharashtra,Sorghum,,Jowar (Kharif),162,06-Nov,196,Jul-15,179,35,274,10-Jan,294,Oct-21,284,21,Sorghum,105,20.38182863,78.45071668,2284.679213,3.836445264,27.33902981,91.122603,21.13642506,8.807743832,34.92516729,303.9954511,12,1,5,7,30.03727858,228.6246029,0.389445654,14.17844313,206.1139996,0.056386026,105,2.322850219,227,1.503897574,2.891523935,1.797928086,2887.416209,2467.416209,2362.416209,2047.416209,1837.416209,9723.696843,8263.696843,7898.696843,6803.696843,6073.696843,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,131,365,131,131,365,131,27.49920199,234.7302169,365,365,365,365,3,FALSE,3
115,Maharashtra,Sorghum,,Jowar (Kharif),148,May-28,203,Jul-22,175.5,56,260,Sep-17,322,Nov-18,291,63,Sorghum,115.5,17.5973332,75.19613127,6225.195988,5.763436813,25.57234706,78.1560124,21.91758077,1.202615079,30.30072506,247.5736783,12,1,5,7,26.56817898,169.7079519,0.369230907,13.98434264,198.3606335,0.008945389,16,2.019874419,197,1.217659253,1.488507531,1.699262423,2925.031236,2461.031236,2345.031236,1997.031236,1765.031236,9330.270051,7870.270051,7505.270051,6410.270051,5680.270051,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,145,365,145,145,365,145,25.21578652,177.6088353,365,365,365,365,3,FALSE,3
